	UBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	transboundary name	species =parent term	parent ID
Fauve de Borgogne!%!Rabbit	UBO:0001248	Fauve de Borgogne (Rabbit)	Fauve de Borgogne	Rabbit	UBO:0000032
Flemish Giant!%!Rabbit	UBO:0001249	Flemish Giant (Rabbit)	Flemish Giant	Rabbit	UBO:0000032
Fox!%!Rabbit	UBO:0001250	Fox (Rabbit)	Fox	Rabbit	UBO:0000032
French Lop!%!Rabbit	UBO:0001251	French Lop (Rabbit)	French Lop	Rabbit	UBO:0000032
French Silver!%!Rabbit	UBO:0001252	French Silver (Rabbit)	French Silver	Rabbit	UBO:0000032
GÃ©ant des Flandres!%!Rabbit	UBO:0001253	GÃ©ant des Flandres (Rabbit)	GÃ©ant des Flandres	Rabbit	UBO:0000032
Graue Wiener!%!Rabbit	UBO:0001254	Graue Wiener (Rabbit)	Graue Wiener	Rabbit	UBO:0000032
Hare!%!Rabbit	UBO:0001255	Hare (Rabbit)	Hare	Rabbit	UBO:0000032
Havanna!%!Rabbit	UBO:0001256	Havanna (Rabbit)	Havanna	Rabbit	UBO:0000032
Hermelin!%!Rabbit	UBO:0001257	Hermelin (Rabbit)	Hermelin	Rabbit	UBO:0000032
Holland Lop!%!Rabbit	UBO:0001258	Holland Lop (Rabbit)	Holland Lop	Rabbit	UBO:0000032
Japanese!%!Rabbit	UBO:0001259	Japanese (Rabbit)	Japanese	Rabbit	UBO:0000032
Kenya White!%!Rabbit	UBO:0001260	Kenya White (Rabbit)	Kenya White	Rabbit	UBO:0000032
Lynx!%!Rabbit	UBO:0001261	Lynx (Rabbit)	Lynx	Rabbit	UBO:0000032
Marburger Feh!%!Rabbit	UBO:0001262	Marburger Feh (Rabbit)	Marburger Feh	Rabbit	UBO:0000032
Mariposa!%!Rabbit	UBO:0001263	Mariposa (Rabbit)	Mariposa	Rabbit	UBO:0000032
Marten!%!Rabbit	UBO:0001264	Marten (Rabbit)	Marten	Rabbit	UBO:0000032
Mecklenburger Schecke!%!Rabbit	UBO:0001265	Mecklenburger Schecke (Rabbit)	Mecklenburger Schecke	Rabbit	UBO:0000032
Netherland dwarf!%!Rabbit	UBO:0001266	Netherland dwarf (Rabbit)	Netherland dwarf	Rabbit	UBO:0000032
New Zealand!%!Rabbit	UBO:0001267	New Zealand (Rabbit)	New Zealand	Rabbit	UBO:0000032
New Zealand Red!%!Rabbit	UBO:0001268	New Zealand Red (Rabbit)	New Zealand Red	Rabbit	UBO:0000032
New Zealand White!%!Rabbit	UBO:0001269	New Zealand White (Rabbit)	New Zealand White	Rabbit	UBO:0000032
Pearl!%!Rabbit	UBO:0001270	Pearl (Rabbit)	Pearl	Rabbit	UBO:0000032
Popielno White!%!Rabbit	UBO:0001271	Popielno White (Rabbit)	Popielno White	Rabbit	UBO:0000032
Rex!%!Rabbit	UBO:0001272	Rex (Rabbit)	Rex	Rabbit	UBO:0000032
Rex Small!%!Rabbit	UBO:0001273	Rex Small (Rabbit)	Rex Small	Rabbit	UBO:0000032
RhÃ¶n!%!Rabbit	UBO:0001274	RhÃ¶n (Rabbit)	RhÃ¶n	Rabbit	UBO:0000032
Rheinische Schecken!%!Rabbit	UBO:0001275	Rheinische Schecken (Rabbit)	Rheinische Schecken	Rabbit	UBO:0000032
Russian!%!Rabbit	UBO:0001276	Russian (Rabbit)	Russian	Rabbit	UBO:0000032
Satin!%!Rabbit	UBO:0001277	Satin (Rabbit)	Satin	Rabbit	UBO:0000032
Schwarze Wiener!%!Rabbit	UBO:0001278	Schwarze Wiener (Rabbit)	Schwarze Wiener	Rabbit	UBO:0000032
Siamese!%!Rabbit	UBO:0001279	Siamese (Rabbit)	Siamese	Rabbit	UBO:0000032
Silver!%!Rabbit	UBO:0001280	Silver (Rabbit)	Silver	Rabbit	UBO:0000032
Soviet Chinchilla!%!Rabbit	UBO:0001281	Soviet Chinchilla (Rabbit)	Soviet Chinchilla	Rabbit	UBO:0000032
Tan!%!Rabbit	UBO:0001282	Tan (Rabbit)	Tan	Rabbit	UBO:0000032
ThÃ¼ringer!%!Rabbit	UBO:0001283	ThÃ¼ringer (Rabbit)	ThÃ¼ringer	Rabbit	UBO:0000032
Three Colour Spotted!%!Rabbit	UBO:0001284	Three Colour Spotted (Rabbit)	Three Colour Spotted	Rabbit	UBO:0000032
Weisse Wiener!%!Rabbit	UBO:0001285	Weisse Wiener (Rabbit)	Weisse Wiener	Rabbit	UBO:0000032
White Danish Landrace Rabbit!%!Rabbit	UBO:0001286	White Danish Landrace Rabbit (Rabbit)	White Danish Landrace Rabbit	Rabbit	UBO:0000032
White Giant!%!Rabbit	UBO:0001287	White Giant (Rabbit)	White Giant	Rabbit	UBO:0000032
White Hotot!%!Rabbit	UBO:0001288	White Hotot (Rabbit)	White Hotot	Rabbit	UBO:0000032
Wiener!%!Rabbit	UBO:0001289	Wiener (Rabbit)	Wiener	Rabbit	UBO:0000032
(Asaf)!%!Sheep	UBO:0001290	(Asaf) (Sheep)	(Asaf)	Sheep	UBO:0000033
Å»elaÅºnieÅ„ska!%!Sheep	UBO:0001291	Å»elaÅºnieÅ„ska (Sheep)	Å»elaÅºnieÅ„ska	Sheep	UBO:0000033
Adali!%!Sheep	UBO:0001292	Adali (Sheep)	Adali	Sheep	UBO:0000033
Akele Guzai!%!Sheep	UBO:0001293	Akele Guzai (Sheep)	Akele Guzai	Sheep	UBO:0000033
American Karakul!%!Sheep	UBO:0001294	American Karakul (Sheep)	American Karakul	Sheep	UBO:0000033
Andalusian Churra!%!Sheep	UBO:0001295	Andalusian Churra (Sheep)	Andalusian Churra	Sheep	UBO:0000033
Ansotana!%!Sheep	UBO:0001296	Ansotana (Sheep)	Ansotana	Sheep	UBO:0000033
Åowicka!%!Sheep	UBO:0001297	Åowicka (Sheep)	Åowicka	Sheep	UBO:0000033
Arabi!%!Sheep	UBO:0001298	Arabi (Sheep)	Arabi	Sheep	UBO:0000033
Aranesa!%!Sheep	UBO:0001299	Aranesa (Sheep)	Aranesa	Sheep	UBO:0000033
Ardes!%!Sheep	UBO:0001300	Ardes (Sheep)	Ardes	Sheep	UBO:0000033
Argali!%!Sheep	UBO:0001301	Argali (Sheep)	Argali	Sheep	UBO:0000033
Arrit!%!Sheep	UBO:0001302	Arrit (Sheep)	Arrit	Sheep	UBO:0000033
Askanian!%!Sheep	UBO:0001303	Askanian (Sheep)	Askanian	Sheep	UBO:0000033
Assaf!%!Sheep	UBO:0001304	Assaf (Sheep)	Assaf	Sheep	UBO:0000033
Åšwiniarka!%!Sheep	UBO:0001305	Åšwiniarka (Sheep)	Åšwiniarka	Sheep	UBO:0000033
Australian Merino!%!Sheep	UBO:0001306	Australian Merino (Sheep)	Australian Merino	Sheep	UBO:0000033
Avranchin!%!Sheep	UBO:0001307	Avranchin (Sheep)	Avranchin	Sheep	UBO:0000033
Awassi!%!Sheep	UBO:0001308	Awassi (Sheep)	Awassi	Sheep	UBO:0000033
Badger Face Welsh Mountain!%!Sheep	UBO:0001309	Badger Face Welsh Mountain (Sheep)	Badger Face Welsh Mountain	Sheep	UBO:0000033
Badger Faced Welsh Mountain!%!Sheep	UBO:0001310	Badger Faced Welsh Mountain (Sheep)	Badger Faced Welsh Mountain	Sheep	UBO:0000033
Balami!%!Sheep	UBO:0001311	Balami (Sheep)	Balami	Sheep	UBO:0000033
Balbas!%!Sheep	UBO:0001312	Balbas (Sheep)	Balbas	Sheep	UBO:0000033
Baluchi!%!Sheep	UBO:0001313	Baluchi (Sheep)	Baluchi	Sheep	UBO:0000033
Baraka!%!Sheep	UBO:0001314	Baraka (Sheep)	Baraka	Sheep	UBO:0000033
Barbado!%!Sheep	UBO:0001315	Barbado (Sheep)	Barbado	Sheep	UBO:0000033
Barbados Black Belly!%!Sheep	UBO:0001316	Barbados Black Belly (Sheep)	Barbados Black Belly	Sheep	UBO:0000033
Barbados Blackbelly!%!Sheep	UBO:0001317	Barbados Blackbelly (Sheep)	Barbados Blackbelly	Sheep	UBO:0000033
Bardoka!%!Sheep	UBO:0001318	Bardoka (Sheep)	Bardoka	Sheep	UBO:0000033
Baregeois!%!Sheep	UBO:0001319	Baregeois (Sheep)	Baregeois	Sheep	UBO:0000033
Barki!%!Sheep	UBO:0001320	Barki (Sheep)	Barki	Sheep	UBO:0000033
Baruwal!%!Sheep	UBO:0001321	Baruwal (Sheep)	Baruwal	Sheep	UBO:0000033
Belclare!%!Sheep	UBO:0001322	Belclare (Sheep)	Belclare	Sheep	UBO:0000033
Belgian Milk!%!Sheep	UBO:0001323	Belgian Milk (Sheep)	Belgian Milk	Sheep	UBO:0000033
Belle Ile!%!Sheep	UBO:0001324	Belle Ile (Sheep)	Belle Ile	Sheep	UBO:0000033
belokranjska pramenka!%!Sheep	UBO:0001325	belokranjska pramenka (Sheep)	belokranjska pramenka	Sheep	UBO:0000033
Beltex!%!Sheep	UBO:0001326	Beltex (Sheep)	Beltex	Sheep	UBO:0000033
Beni Guil!%!Sheep	UBO:0001327	Beni Guil (Sheep)	Beni Guil	Sheep	UBO:0000033
Bentheim!%!Sheep	UBO:0001328	Bentheim (Sheep)	Bentheim	Sheep	UBO:0000033
Bentheimer Landschaf!%!Sheep	UBO:0001329	Bentheimer Landschaf (Sheep)	Bentheimer Landschaf	Sheep	UBO:0000033
Berber!%!Sheep	UBO:0001330	Berber (Sheep)	Berber	Sheep	UBO:0000033
Bergamasca!%!Sheep	UBO:0001331	Bergamasca (Sheep)	Bergamasca	Sheep	UBO:0000033
Berrichon Du Cher!%!Sheep	UBO:0001332	Berrichon Du Cher (Sheep)	Berrichon Du Cher	Sheep	UBO:0000033
Bizet!%!Sheep	UBO:0001333	Bizet (Sheep)	Bizet	Sheep	UBO:0000033
Black Maure!%!Sheep	UBO:0001334	Black Maure (Sheep)	Black Maure	Sheep	UBO:0000033
Black Welsh Mountain!%!Sheep	UBO:0001335	Black Welsh Mountain (Sheep)	Black Welsh Mountain	Sheep	UBO:0000033
Black-Face Manech!%!Sheep	UBO:0001336	Black-Face Manech (Sheep)	Black-Face Manech	Sheep	UBO:0000033
Blackface!%!Sheep	UBO:0001337	Blackface (Sheep)	Blackface	Sheep	UBO:0000033
Blackfaced Mountain!%!Sheep	UBO:0001338	Blackfaced Mountain (Sheep)	Blackfaced Mountain	Sheep	UBO:0000033
Blackhead Persian!%!Sheep	UBO:0001339	Blackhead Persian (Sheep)	Blackhead Persian	Sheep	UBO:0000033
Blanc Du Massif Central!%!Sheep	UBO:0001340	Blanc Du Massif Central (Sheep)	Blanc Du Massif Central	Sheep	UBO:0000033
Bleu Du Maine!%!Sheep	UBO:0001341	Bleu Du Maine (Sheep)	Bleu Du Maine	Sheep	UBO:0000033
Blinkhaar Afrikaner!%!Sheep	UBO:0001342	Blinkhaar Afrikaner (Sheep)	Blinkhaar Afrikaner	Sheep	UBO:0000033
Blue Texel!%!Sheep	UBO:0001343	Blue Texel (Sheep)	Blue Texel	Sheep	UBO:0000033
Bluefaced Leicester!%!Sheep	UBO:0001344	Bluefaced Leicester (Sheep)	Bluefaced Leicester	Sheep	UBO:0000033
Booroola!%!Sheep	UBO:0001345	Booroola (Sheep)	Booroola	Sheep	UBO:0000033
Booroola Merino!%!Sheep	UBO:0001346	Booroola Merino (Sheep)	Booroola Merino	Sheep	UBO:0000033
Border Leicester!%!Sheep	UBO:0001347	Border Leicester (Sheep)	Border Leicester	Sheep	UBO:0000033
Bornu!%!Sheep	UBO:0001348	Bornu (Sheep)	Bornu	Sheep	UBO:0000033
Boulonnais!%!Sheep	UBO:0001349	Boulonnais (Sheep)	Boulonnais	Sheep	UBO:0000033
BovÅ¡ka ovca!%!Sheep	UBO:0001350	BovÅ¡ka ovca (Sheep)	BovÅ¡ka ovca	Sheep	UBO:0000033
Bozakh!%!Sheep	UBO:0001351	Bozakh (Sheep)	Bozakh	Sheep	UBO:0000033
Brigasca!%!Sheep	UBO:0001352	Brigasca (Sheep)	Brigasca	Sheep	UBO:0000033
British Milksheep!%!Sheep	UBO:0001353	British Milksheep (Sheep)	British Milksheep	Sheep	UBO:0000033
Brown Mountain!%!Sheep	UBO:0001354	Brown Mountain (Sheep)	Brown Mountain	Sheep	UBO:0000033
Cambridge!%!Sheep	UBO:0001355	Cambridge (Sheep)	Cambridge	Sheep	UBO:0000033
Canaria!%!Sheep	UBO:0001356	Canaria (Sheep)	Canaria	Sheep	UBO:0000033
Carinthian!%!Sheep	UBO:0001357	Carinthian (Sheep)	Carinthian	Sheep	UBO:0000033
Cartera!%!Sheep	UBO:0001358	Cartera (Sheep)	Cartera	Sheep	UBO:0000033
Castilian!%!Sheep	UBO:0001359	Castilian (Sheep)	Castilian	Sheep	UBO:0000033
Castillonnais!%!Sheep	UBO:0001360	Castillonnais (Sheep)	Castillonnais	Sheep	UBO:0000033
Castlemilk Moorit!%!Sheep	UBO:0001361	Castlemilk Moorit (Sheep)	Castlemilk Moorit	Sheep	UBO:0000033
Caucasian Merino!%!Sheep	UBO:0001362	Caucasian Merino (Sheep)	Caucasian Merino	Sheep	UBO:0000033
Caussenard des Garrigues!%!Sheep	UBO:0001363	Caussenard des Garrigues (Sheep)	Caussenard des Garrigues	Sheep	UBO:0000033
Caussenard Du Lot!%!Sheep	UBO:0001364	Caussenard Du Lot (Sheep)	Caussenard Du Lot	Sheep	UBO:0000033
Chamarita!%!Sheep	UBO:0001365	Chamarita (Sheep)	Chamarita	Sheep	UBO:0000033
Charmois!%!Sheep	UBO:0001366	Charmois (Sheep)	Charmois	Sheep	UBO:0000033
Charolais!%!Sheep	UBO:0001367	Charolais (Sheep)	Charolais	Sheep	UBO:0000033
Charollais!%!Sheep	UBO:0001368	Charollais (Sheep)	Charollais	Sheep	UBO:0000033
Cheviot!%!Sheep	UBO:0001369	Cheviot (Sheep)	Cheviot	Sheep	UBO:0000033
Chios!%!Sheep	UBO:0001370	Chios (Sheep)	Chios	Sheep	UBO:0000033
Chushka!%!Sheep	UBO:0001371	Chushka (Sheep)	Chushka	Sheep	UBO:0000033
Cikta!%!Sheep	UBO:0001372	Cikta (Sheep)	Cikta	Sheep	UBO:0000033
Clun Forest!%!Sheep	UBO:0001373	Clun Forest (Sheep)	Clun Forest	Sheep	UBO:0000033
Coburger Fuchs!%!Sheep	UBO:0001374	Coburger Fuchs (Sheep)	Coburger Fuchs	Sheep	UBO:0000033
Colbred!%!Sheep	UBO:0001375	Colbred (Sheep)	Colbred	Sheep	UBO:0000033
Colmenar!%!Sheep	UBO:0001376	Colmenar (Sheep)	Colmenar	Sheep	UBO:0000033
Coloured Merino!%!Sheep	UBO:0001377	Coloured Merino (Sheep)	Coloured Merino	Sheep	UBO:0000033
Columbia!%!Sheep	UBO:0001378	Columbia (Sheep)	Columbia	Sheep	UBO:0000033
Comeback!%!Sheep	UBO:0001379	Comeback (Sheep)	Comeback	Sheep	UBO:0000033
Coopworth!%!Sheep	UBO:0001380	Coopworth (Sheep)	Coopworth	Sheep	UBO:0000033
Cormo!%!Sheep	UBO:0001381	Cormo (Sheep)	Cormo	Sheep	UBO:0000033
Corriedale!%!Sheep	UBO:0001382	Corriedale (Sheep)	Corriedale	Sheep	UBO:0000033
Corsican!%!Sheep	UBO:0001383	Corsican (Sheep)	Corsican	Sheep	UBO:0000033
Cotentin!%!Sheep	UBO:0001384	Cotentin (Sheep)	Cotentin	Sheep	UBO:0000033
Cotswold!%!Sheep	UBO:0001385	Cotswold (Sheep)	Cotswold	Sheep	UBO:0000033
Criollo!%!Sheep	UBO:0001386	Criollo (Sheep)	Criollo	Sheep	UBO:0000033
D'man!%!Sheep	UBO:0001387	D'man (Sheep)	D'man	Sheep	UBO:0000033
Daglic!%!Sheep	UBO:0001388	Daglic (Sheep)	Daglic	Sheep	UBO:0000033
Dala!%!Sheep	UBO:0001389	Dala (Sheep)	Dala	Sheep	UBO:0000033
Damara!%!Sheep	UBO:0001390	Damara (Sheep)	Damara	Sheep	UBO:0000033
Danish Landrace!%!Sheep	UBO:0001391	Danish Landrace (Sheep)	Danish Landrace	Sheep	UBO:0000033
Derbyshire Gritstone!%!Sheep	UBO:0001392	Derbyshire Gritstone (Sheep)	Derbyshire Gritstone	Sheep	UBO:0000033
Devon and Cornwall Longwool!%!Sheep	UBO:0001393	Devon and Cornwall Longwool (Sheep)	Devon and Cornwall Longwool	Sheep	UBO:0000033
Devon Closewool!%!Sheep	UBO:0001394	Devon Closewool (Sheep)	Devon Closewool	Sheep	UBO:0000033
Dohne Merino!%!Sheep	UBO:0001395	Dohne Merino (Sheep)	Dohne Merino	Sheep	UBO:0000033
Dormer!%!Sheep	UBO:0001396	Dormer (Sheep)	Dormer	Sheep	UBO:0000033
Dorper!%!Sheep	UBO:0001397	Dorper (Sheep)	Dorper	Sheep	UBO:0000033
Dorset Down!%!Sheep	UBO:0001398	Dorset Down (Sheep)	Dorset Down	Sheep	UBO:0000033
Dorset Horn!%!Sheep	UBO:0001399	Dorset Horn (Sheep)	Dorset Horn	Sheep	UBO:0000033
Drenthe Heath Sheep!%!Sheep	UBO:0001400	Drenthe Heath Sheep (Sheep)	Drenthe Heath Sheep	Sheep	UBO:0000033
Drysdale!%!Sheep	UBO:0001401	Drysdale (Sheep)	Drysdale	Sheep	UBO:0000033
East African Blackheaded!%!Sheep	UBO:0001402	East African Blackheaded (Sheep)	East African Blackheaded	Sheep	UBO:0000033
East African long tailed!%!Sheep	UBO:0001403	East African long tailed (Sheep)	East African long tailed	Sheep	UBO:0000033
East Friesian!%!Sheep	UBO:0001404	East Friesian (Sheep)	East Friesian	Sheep	UBO:0000033
Entre-Sambre-et-Meuse!%!Sheep	UBO:0001405	Entre-Sambre-et-Meuse (Sheep)	Entre-Sambre-et-Meuse	Sheep	UBO:0000033
Est Ã  laine MÃ©rino!%!Sheep	UBO:0001406	Est Ã  laine MÃ©rino (Sheep)	Est Ã  laine MÃ©rino	Sheep	UBO:0000033
Est Å• laine MÃ©rino!%!Sheep	UBO:0001407	Est Å• laine MÃ©rino (Sheep)	Est Å• laine MÃ©rino	Sheep	UBO:0000033
Estonian Blackhead!%!Sheep	UBO:0001408	Estonian Blackhead (Sheep)	Estonian Blackhead	Sheep	UBO:0000033
Estonian Whitehead!%!Sheep	UBO:0001409	Estonian Whitehead (Sheep)	Estonian Whitehead	Sheep	UBO:0000033
Exmoor Horn!%!Sheep	UBO:0001410	Exmoor Horn (Sheep)	Exmoor Horn	Sheep	UBO:0000033
Fagas!%!Sheep	UBO:0001411	Fagas (Sheep)	Fagas	Sheep	UBO:0000033
Faroe Island Sheep!%!Sheep	UBO:0001412	Faroe Island Sheep (Sheep)	Faroe Island Sheep	Sheep	UBO:0000033
Finnisch Landrace!%!Sheep	UBO:0001413	Finnisch Landrace (Sheep)	Finnisch Landrace	Sheep	UBO:0000033
Finnish Landrace!%!Sheep	UBO:0001414	Finnish Landrace (Sheep)	Finnish Landrace	Sheep	UBO:0000033
French Alpine!%!Sheep	UBO:0001415	French Alpine (Sheep)	French Alpine	Sheep	UBO:0000033
Friesian Milk!%!Sheep	UBO:0001416	Friesian Milk (Sheep)	Friesian Milk	Sheep	UBO:0000033
Frizarta!%!Sheep	UBO:0001417	Frizarta (Sheep)	Frizarta	Sheep	UBO:0000033
Fulani!%!Sheep	UBO:0001418	Fulani (Sheep)	Fulani	Sheep	UBO:0000033
Galician!%!Sheep	UBO:0001419	Galician (Sheep)	Galician	Sheep	UBO:0000033
Galway!%!Sheep	UBO:0001420	Galway (Sheep)	Galway	Sheep	UBO:0000033
Garabakh!%!Sheep	UBO:0001421	Garabakh (Sheep)	Garabakh	Sheep	UBO:0000033
Gedek!%!Sheep	UBO:0001422	Gedek (Sheep)	Gedek	Sheep	UBO:0000033
German Blackheaded Mutton!%!Sheep	UBO:0001423	German Blackheaded Mutton (Sheep)	German Blackheaded Mutton	Sheep	UBO:0000033
German Mountain!%!Sheep	UBO:0001424	German Mountain (Sheep)	German Mountain	Sheep	UBO:0000033
German Mutton Merino!%!Sheep	UBO:0001425	German Mutton Merino (Sheep)	German Mutton Merino	Sheep	UBO:0000033
Graue GehÃ¶rnte Heidschnucke!%!Sheep	UBO:0001426	Graue GehÃ¶rnte Heidschnucke (Sheep)	Graue GehÃ¶rnte Heidschnucke	Sheep	UBO:0000033
Greyface Dartmoor!%!Sheep	UBO:0001427	Greyface Dartmoor (Sheep)	Greyface Dartmoor	Sheep	UBO:0000033
Grivette!%!Sheep	UBO:0001428	Grivette (Sheep)	Grivette	Sheep	UBO:0000033
Gute!%!Sheep	UBO:0001429	Gute (Sheep)	Gute	Sheep	UBO:0000033
Hamdani!%!Sheep	UBO:0001430	Hamdani (Sheep)	Hamdani	Sheep	UBO:0000033
Hampshire Down!%!Sheep	UBO:0001431	Hampshire Down (Sheep)	Hampshire Down	Sheep	UBO:0000033
Hebridean!%!Sheep	UBO:0001432	Hebridean (Sheep)	Hebridean	Sheep	UBO:0000033
Heidschnucke!%!Sheep	UBO:0001433	Heidschnucke (Sheep)	Heidschnucke	Sheep	UBO:0000033
Hemsin!%!Sheep	UBO:0001434	Hemsin (Sheep)	Hemsin	Sheep	UBO:0000033
Herdwick!%!Sheep	UBO:0001435	Herdwick (Sheep)	Herdwick	Sheep	UBO:0000033
Herik!%!Sheep	UBO:0001436	Herik (Sheep)	Herik	Sheep	UBO:0000033
Herki!%!Sheep	UBO:0001437	Herki (Sheep)	Herki	Sheep	UBO:0000033
Highlander!%!Sheep	UBO:0001438	Highlander (Sheep)	Highlander	Sheep	UBO:0000033
Hill Radnor!%!Sheep	UBO:0001439	Hill Radnor (Sheep)	Hill Radnor	Sheep	UBO:0000033
Hissardale!%!Sheep	UBO:0001440	Hissardale (Sheep)	Hissardale	Sheep	UBO:0000033
Houtland sheep!%!Sheep	UBO:0001441	Houtland sheep (Sheep)	Houtland sheep	Sheep	UBO:0000033
Icelandic!%!Sheep	UBO:0001442	Icelandic (Sheep)	Icelandic	Sheep	UBO:0000033
Icelandic Sheep!%!Sheep	UBO:0001443	Icelandic Sheep (Sheep)	Icelandic Sheep	Sheep	UBO:0000033
Ile-De-France!%!Sheep	UBO:0001444	Ile-De-France (Sheep)	Ile-De-France	Sheep	UBO:0000033
Imbros!%!Sheep	UBO:0001445	Imbros (Sheep)	Imbros	Sheep	UBO:0000033
Improved Valachian!%!Sheep	UBO:0001446	Improved Valachian (Sheep)	Improved Valachian	Sheep	UBO:0000033
INRA 401!%!Sheep	UBO:0001447	INRA 401 (Sheep)	INRA 401	Sheep	UBO:0000033
Istrian!%!Sheep	UBO:0001448	Istrian (Sheep)	Istrian	Sheep	UBO:0000033
Istrska pramenka!%!Sheep	UBO:0001449	Istrska pramenka (Sheep)	Istrska pramenka	Sheep	UBO:0000033
Jacob!%!Sheep	UBO:0001450	Jacob (Sheep)	Jacob	Sheep	UBO:0000033
Jaidara!%!Sheep	UBO:0001451	Jaidara (Sheep)	Jaidara	Sheep	UBO:0000033
Jura!%!Sheep	UBO:0001452	Jura (Sheep)	Jura	Sheep	UBO:0000033
KÄ±vÄ±rcÄ±k!%!Sheep	UBO:0001453	KÄ±vÄ±rcÄ±k (Sheep)	KÄ±vÄ±rcÄ±k	Sheep	UBO:0000033
Kamieniecka!%!Sheep	UBO:0001454	Kamieniecka (Sheep)	Kamieniecka	Sheep	UBO:0000033
Kangal White Karaman!%!Sheep	UBO:0001455	Kangal White Karaman (Sheep)	Kangal White Karaman	Sheep	UBO:0000033
Karabakh!%!Sheep	UBO:0001456	Karabakh (Sheep)	Karabakh	Sheep	UBO:0000033
Karagouniko!%!Sheep	UBO:0001457	Karagouniko (Sheep)	Karagouniko	Sheep	UBO:0000033
Karakachan!%!Sheep	UBO:0001458	Karakachan (Sheep)	Karakachan	Sheep	UBO:0000033
Karakachan sheep!%!Sheep	UBO:0001459	Karakachan sheep (Sheep)	Karakachan sheep	Sheep	UBO:0000033
Karakas!%!Sheep	UBO:0001460	Karakas (Sheep)	Karakas	Sheep	UBO:0000033
Karakul!%!Sheep	UBO:0001461	Karakul (Sheep)	Karakul	Sheep	UBO:0000033
Karayaka!%!Sheep	UBO:0001462	Karayaka (Sheep)	Karayaka	Sheep	UBO:0000033
Katafygiou!%!Sheep	UBO:0001463	Katafygiou (Sheep)	Katafygiou	Sheep	UBO:0000033
Katahdin!%!Sheep	UBO:0001464	Katahdin (Sheep)	Katahdin	Sheep	UBO:0000033
Katsika!%!Sheep	UBO:0001465	Katsika (Sheep)	Katsika	Sheep	UBO:0000033
Kazakh Fat-Rumped!%!Sheep	UBO:0001466	Kazakh Fat-Rumped (Sheep)	Kazakh Fat-Rumped	Sheep	UBO:0000033
Kempen Heath!%!Sheep	UBO:0001467	Kempen Heath (Sheep)	Kempen Heath	Sheep	UBO:0000033
Kerry Hill!%!Sheep	UBO:0001468	Kerry Hill (Sheep)	Kerry Hill	Sheep	UBO:0000033
Khangai!%!Sheep	UBO:0001469	Khangai (Sheep)	Khangai	Sheep	UBO:0000033
KoÅ‚udzka!%!Sheep	UBO:0001470	KoÅ‚udzka (Sheep)	KoÅ‚udzka	Sheep	UBO:0000033
Krainer Steinschaf!%!Sheep	UBO:0001471	Krainer Steinschaf (Sheep)	Krainer Steinschaf	Sheep	UBO:0000033
Kuibyshev!%!Sheep	UBO:0001472	Kuibyshev (Sheep)	Kuibyshev	Sheep	UBO:0000033
Kymi!%!Sheep	UBO:0001473	Kymi (Sheep)	Kymi	Sheep	UBO:0000033
Lacaune!%!Sheep	UBO:0001474	Lacaune (Sheep)	Lacaune	Sheep	UBO:0000033
Lacaune Lait!%!Sheep	UBO:0001475	Lacaune Lait (Sheep)	Lacaune Lait	Sheep	UBO:0000033
Lacaune Viande!%!Sheep	UBO:0001476	Lacaune Viande (Sheep)	Lacaune Viande	Sheep	UBO:0000033
Lacha!%!Sheep	UBO:0001477	Lacha (Sheep)	Lacha	Sheep	UBO:0000033
Lakens Schaap!%!Sheep	UBO:0001478	Lakens Schaap (Sheep)	Lakens Schaap	Sheep	UBO:0000033
Landais!%!Sheep	UBO:0001479	Landais (Sheep)	Landais	Sheep	UBO:0000033
Landes de Bretagne!%!Sheep	UBO:0001480	Landes de Bretagne (Sheep)	Landes de Bretagne	Sheep	UBO:0000033
Latvian Darkheaded!%!Sheep	UBO:0001481	Latvian Darkheaded (Sheep)	Latvian Darkheaded	Sheep	UBO:0000033
Latxa!%!Sheep	UBO:0001482	Latxa (Sheep)	Latxa	Sheep	UBO:0000033
Leadersheep!%!Sheep	UBO:0001483	Leadersheep (Sheep)	Leadersheep	Sheep	UBO:0000033
Leicester Longwool!%!Sheep	UBO:0001484	Leicester Longwool (Sheep)	Leicester Longwool	Sheep	UBO:0000033
Leine!%!Sheep	UBO:0001485	Leine (Sheep)	Leine	Sheep	UBO:0000033
Levantina Red!%!Sheep	UBO:0001486	Levantina Red (Sheep)	Levantina Red	Sheep	UBO:0000033
Lezgian!%!Sheep	UBO:0001487	Lezgian (Sheep)	Lezgian	Sheep	UBO:0000033
Libyan Barbary!%!Sheep	UBO:0001488	Libyan Barbary (Sheep)	Libyan Barbary	Sheep	UBO:0000033
Limousin!%!Sheep	UBO:0001489	Limousin (Sheep)	Limousin	Sheep	UBO:0000033
Lincoln Longwool!%!Sheep	UBO:0001490	Lincoln Longwool (Sheep)	Lincoln Longwool	Sheep	UBO:0000033
Lleyn!%!Sheep	UBO:0001491	Lleyn (Sheep)	Lleyn	Sheep	UBO:0000033
Lomond Half-Bred!%!Sheep	UBO:0001492	Lomond Half-Bred (Sheep)	Lomond Half-Bred	Sheep	UBO:0000033
Lonk!%!Sheep	UBO:0001493	Lonk (Sheep)	Lonk	Sheep	UBO:0000033
Lourdais!%!Sheep	UBO:0001494	Lourdais (Sheep)	Lourdais	Sheep	UBO:0000033
